graph,temporal_edges,batch_size,order,size,time,iterations,error,technique
"email-Eu-core-temporal","332335","10","857","15868","0.024","1","5.3289e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","859","16031","0.527","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","859","16031","0.24","11","0.000002029","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","859","16031","0.24","11","0.000002029","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","859","16031","0.242","11","0.000002029","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","859","16031","0.241","11","0.000002029","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","861","16221","0.524","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","861","16221","0.025","1","4.8699e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","861","16221","0.025","1","4.8699e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","861","16221","0.025","1","4.8699e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","861","16221","0.026","1","4.8699e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","862","16462","0.529","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","862","16462","0.025","1","8.8444e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","862","16462","0.025","1","8.8444e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","862","16462","0.025","1","8.8444e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","862","16462","0.025","1","8.8444e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","865","16623","0.537","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","865","16623","0.025","1","9.4608e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","865","16623","0.025","1","9.4608e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","865","16623","0.025","1","9.4608e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","865","16623","0.025","1","9.4608e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","870","16852","0.546","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","870","16852","0.207","9","0.0000022435","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","870","16852","0.208","9","0.0000022435","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","870","16852","0.208","9","0.0000022435","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","870","16852","0.208","9","0.0000022435","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","872","17022","0.552","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","872","17022","0.21","9","0.0000024092","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","872","17022","0.205","9","0.0000024092","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","872","17022","0.209","9","0.0000024092","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","872","17022","0.21","9","0.0000024092","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","874","17200","0.557","24","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","874","17200","0.028","1","0.0000010786","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","874","17200","0.026","1","0.0000010786","pagerankIncremental (1/N-fill)"
